OBJECTID,ID305B,ATTAINS_HUC4,CYCLE,WATER_NAME,CATEGORY,TYPE,SIZE,UNIT,CAUSE_NAME,ACTN_TYPE_CODE,TMDL_ID,TMDL_NAME,ESTABLISHMENT_DATE,COMMENT,HUC4CODE,HUCNAME,BASIN,DEQ_ADM,WEB_LINK
1600,ID17040220SK021_03,17040220,2022,Wildhorse Creek - 3rd order,CAT 4A,RIVER,6.97,Miles,TEMPERATURE,TMDL,67160,Camas Creek Subbasin Revised Temperature TMDLs (2016),20-Dec-16,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/67160
1632,ID17040221SK008_03,17040221,2022,Fish Creek - source to Fish Creek Reservoir,CAT 4A,RIVER,16.47,Miles,TEMPERATURE,TMDL,12256,LITTLE WOOD RIVER SUBBASIN TMDL,30-Sep-05,,17040221,Little Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12256
656,ID17040104SK028_04,17040104,2022,Rainey Creek - source to mouth,CAT 4A,RIVER,12.45,Miles,TEMPERATURE,TMDL,ID_Raine_Jul-25-19,Palisades Subbasin (Rainey Creek) Temperature TMDL,25-Jul-19,"12/11/2019 (RE): Temperature load allocations are provided in section 5.4 of the Palisades Subbasin: 2019 TMDL and Five-Year Review, which was approved by EPA on July 25, 2019.",17040104,Palisades,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_Raine_Jul-25-19
488,ID17010301PN031_02,17010301,2022,Bumblebee Creek and tributaries,CAT 4A,RIVER,7.93,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/12/2010 (K. Stromberg) - DEQ temperature data showed exceedances of Idaho water quality criteria for salmonid spawning. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
496,ID17010301PN038_03,17010301,2022,"Skookum Creek, lower",CAT 4A,RIVER,0.91,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/12/2010 (K. Stromberg) - Earlier evaluation of 1999 DEQ temperature data mistakenly found no exceedances of temperature criteria. Evaluation in 2009 of DEQ temperature data showed exceedances of Idaho water quality criteria for salmonid spawning. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
680,ID17040202SK002_05,17040202,2022,Warm River - Warm River Spring to mouth,CAT 4A,RIVER,0.56,Miles,TEMPERATURE,TMDL,39050,UPPER AND LOWER HENRY FORK TMDLS,17-Aug-10,,17040202,Upper Henrys,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39050
688,ID17040202SK034_03,17040202,2022,Targhee Creek - source to mouth,CAT 4A,RIVER,9.34,Miles,TEMPERATURE,TMDL,39050,UPPER AND LOWER HENRY FORK TMDLS,17-Aug-10,,17040202,Upper Henrys,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39050
736,ID17040204SK041_02,17040204,2022,Fox Creek,CAT 4A,RIVER,7.99,Miles,TEMPERATURE,TMDL,67400,Teton River Subbasin TMDL (2016),13-Feb-17,,17040204,Teton,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/67400
784,ID17040205SK018_02,17040205,2022,Homer Creek - source to mouth,CAT 4A,RIVER,60.4,Miles,TEMPERATURE,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,,17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
792,ID17040205SK024_03,17040205,2022,Brockman Creek - Corral Creek to mouth,CAT 4A,RIVER,7.58,Miles,TEMPERATURE,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,,17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
752,ID17040204SK056_03,17040204,2022,"Spring Creek - source to North Leigh Creek, including spring",CAT 4A,RIVER,1.44,Miles,TEMPERATURE,TMDL,9476,TETON RIVER TMDL,26-Sep-03,,17040204,Teton,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9476
768,ID17040205SK011_04,17040205,2022,Willow Creek - Crane Creek to Mud Creek,CAT 4A,RIVER,8.4,Miles,TEMPERATURE,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,"This assessment unit was evaluated by IDEQ and sediment, temperature, and nutrients were identified as the pollutants driving the impairment.  Idaho Falls Regional office staff drafted temperature, sediment, and nutrient TMDLs which were approved by EPA Region X in July, 2004.  The data gathered through the Beneficial Use Reconnaissance Program and represented in by BURP ID 2001SIDFA100.  The assessment indicated full support for CWAL, SS uses.  This AU will remain in the section of the Integrated Report that catalogs approved TMDLs.      Because 2003 BURP showed ALUS = fully supporting, but numeric criteria are not available, the assumption is made, as per WBAG II, Section 6.5, that salmonid spawning is fully supporting. No fish data is available at the time of assessment. The stream is listed for sediment/siltation. ",17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
880,ID17040207SK010_05,17040207,2022,Blackfoot River,CAT 4A,RIVER,20.72,Miles,TEMPERATURE,TMDL,52522,Blackfoot River Subbasin TMDL (2013 Addendum),26-Jul-13,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/52522
1088,ID17040209SK003_04,17040209,2022,Marsh Creek - source to mouth,CAT 4A,RIVER,17.14,Miles,TEMPERATURE,TMDL,63781,Lake Walcott TMDL (Marsh Creek) 2013 Addendum,23-Jan-15,"4/23/2012 (S. Woodhead) - Changed salmonid spawning to an existing use. Fish data from BURP site 1994STWFA025 demonstrates evidence of salmonids less than 100mm (Idaho's WBAG II, p. 3-9).",17040209,Lake Walcott,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/63781
1136,ID17040211SK005_03,17040211,2022,Goose Creek - Beaverdam Creek to Lower Goose Creek Reservoir,CAT 4A,RIVER,7.18,Miles,TEMPERATURE,TMDL,10680,GOOSE CREEK TMDL,25-Jul-04,,17040211,Goose,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10680
288,ID17010213PN020_02,17010213,2022,Wellington Creek - source to mouth,CAT 4A,RIVER,7.91,Miles,TEMPERATURE,TMDL,33766,LOWER CLARK RIVER SUBBASIN TMDLS,22-Oct-07,,17010213,Lower Clark Fork,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/33766
184,ID17010104PN002_03,17010104,2022,Boundary Creek - Idaho/Canadian border to Id/Canadian border,CAT 4A,RIVER,7.58,Miles,TEMPERATURE,TMDL,32002,KOOTENAI RIVER AND MOYIE RIVER SUBBASIN TMDLS ,6-Feb-07,"12/11/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Kootenai River and Moyie River Subbasins 2019 Temperature TMDL, which was approved by EPA on June 28, 2019.",17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/32002
192,ID17010104PN006_03,17010104,2022,Cow Creek - source to mouth,CAT 4A,RIVER,2.16,Miles,TEMPERATURE,TMDL,61640,Kootenai River and Moyie River Subbasins Temperature TMLD Addendum 2014,22-Oct-14,,17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/61640
200,ID17010104PN015_04,17010104,2022,Lower Deep Creek - Snow Creek to Kootenai River,CAT 4A,RIVER,4.32,Miles,TEMPERATURE,TMDL,32002,KOOTENAI RIVER AND MOYIE RIVER SUBBASIN TMDLS ,6-Feb-07,"12/11/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Kootenai River and Moyie River Subbasins 2019 Temperature TMDL, which was approved by EPA on June 28, 2019.",17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/32002
208,ID17010104PN019_04,17010104,2022,Deep Creek - Trail Creek to Brown Creek,CAT 4A,RIVER,4.63,Miles,TEMPERATURE,TMDL,32002,KOOTENAI RIVER AND MOYIE RIVER SUBBASIN TMDLS ,6-Feb-07,"12/11/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Kootenai River and Moyie River Subbasins 2019 Temperature TMDL, which was approved by EPA on June 28, 2019.",17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/32002
216,ID17010104PN025_02,17010104,2022,Deep Creek - source to McArthur Lake,CAT 4A,RIVER,11.51,Miles,TEMPERATURE,TMDL,32002,KOOTENAI RIVER AND MOYIE RIVER SUBBASIN TMDLS ,6-Feb-07,"12/11/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Kootenai River and Moyie River Subbasins 2019 Temperature TMDL, which was approved by EPA on June 28, 2019.",17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/32002
224,ID17010104PN037_03,17010104,2022,Rock Creek - lower,CAT 4A,RIVER,1.33,Miles,TEMPERATURE,TMDL,61640,Kootenai River and Moyie River Subbasins Temperature TMLD Addendum 2014,22-Oct-14,,17010104,Lower Kootenai,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/61640
232,ID17010105PN006_02,17010105,2022,Tribs to Moyie River btwn CA border and Round Prairie Creek,CAT 4A,RIVER,22.87,Miles,TEMPERATURE,TMDL,61640,Kootenai River and Moyie River Subbasins Temperature TMLD Addendum 2014,22-Oct-14,,17010105,Moyie,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/61640
600,ID17010304PN027_05,17010304,2022,St. Joe River - St. Joe City to St. Maries River,CAT 4A,RIVER,14.76,Miles,TEMPERATURE,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,,17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
608,ID17010304PN039_03,17010304,2022,Fishhook Creek - source to mouth,CAT 4A,RIVER,4.5,Miles,TEMPERATURE,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,,17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
616,ID17010304PN048_02,17010304,2022,Beaver Creek - source to mouth,CAT 4A,RIVER,10.79,Miles,TEMPERATURE,TMDL,9450,ST. JOE RIVER SUBBASIN,21-Aug-03,"3/3/17 (C. Nelson): Salmonid spawning remains not supporting due to numeric criteria exceedances for temperature, 1997SCDATL0032.Salmonid spawning is an existing use, defined by WBAG III, 3.2.2 evaluating BURP data from 2015SCDAA034. There was an 80mm cutthroat trout along with photos and comments on the presence of salmonid young-of-the-year.",17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9450
624,ID17010304PN063_03,17010304,2022,Big Creek - source to mouth,CAT 4A,RIVER,11.62,Miles,TEMPERATURE,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,"2012 (R. Steed) - The newest BURP data suggests full support of beneficial uses.  The low percent fines measured during the two newest BURP surveys, the passing BURP scores, and the low embeddedness scores suggests that fine sediment is not negatively impacting aquatic life beneficial uses.  A temperature TMDL has been developed to address the water temperature exceedance.  The macroinvertebrate bioassessment listing should be removed from Category 5 of the Integrated Report, and the assessment unit should be moved to Category 4a because of the completed and approved temperature TMDL. Refer to the St. Joe Subbasin 2010 Integrated Report Macroinvertebrate Bioassessment Listing document for details.",17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
528,ID17010303PN024_02,17010303,2022,Cottonwood Creek,CAT 4A,RIVER,9.96,Miles,TEMPERATURE,TMDL,50345,COEUR D'ALENE LAKE TRIBUTARIES TEMPERATURE TMDL,30-Nov-12,,17010303,Coeur d Alene Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/50345
536,ID17010303PN030_02,17010303,2022,Cedar Creek - source to mouth,CAT 4A,RIVER,24.92,Miles,TEMPERATURE,TMDL,50345,COEUR D'ALENE LAKE TRIBUTARIES TEMPERATURE TMDL,30-Nov-12,,17010303,Coeur d Alene Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/50345
544,ID17010303PN034_02,17010303,2022,Fernan Creek - source to Fernan Lake,CAT 4A,RIVER,19.38,Miles,TEMPERATURE,TMDL,50345,COEUR D'ALENE LAKE TRIBUTARIES TEMPERATURE TMDL,30-Nov-12,Temperature was added by EPA in 1998.,17010303,Coeur d Alene Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/50345
552,ID17010304PN010_02,17010304,2022,Santa Creek - source to mouth,CAT 4A,RIVER,34.22,Miles,TEMPERATURE,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,"2012 (R. Steed) - This AU has had a Potential Natural Vegetation TMDL developed for it which replaces the original TMDL. The TMDL ""St. Joe River Subbasin, Temperature Total Maximum Daily Loads Addendum to the St. Joe River Subbasin Assessment and Total Maximum Daily Loads and St. Maries River Subbasin Assessment and Total Maximum Daily Loads"" was approved by EPA on Dec 05, 2011. The loads can be found on pages 34 and 35.",17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
560,ID17010304PN011_03,17010304,2022,Charlie Creek - source to mouth,CAT 4A,RIVER,5.81,Miles,TEMPERATURE,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,,17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
320,ID17010214PN026_02,17010214,2022,Cedar Creek,CAT 4A,RIVER,9.47,Miles,TEMPERATURE,TMDL,34333,PEND OREILLE LAKE TRIBUTARIES TEMPERATURE TMDLS,24-Apr-08,"2010: This assessment unit has a TMDL for temperature, 2007 Pend Oreille Tributaries Temperature TMDLs, approved by EPA in April 2008. CDA RO Staff reviewed this water body 1/12/2010 to update assessment status due to TMDL. The ""cause"" temperature was moved from Category 5 to 4a. ",17010214,Pend Oreille Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34333
328,ID17010214PN032_02,17010214,2022,Trout Creek,CAT 4A,RIVER,10.13,Miles,TEMPERATURE,TMDL,34333,PEND OREILLE LAKE TRIBUTARIES TEMPERATURE TMDLS,24-Apr-08,"2010: This assessment unit has a TMDL for temperature, 2007 Pend Oreille Tributaries Temperature TMDLs, approved by EPA in April 2008. CDA RO Staff reviewed this water body 1/12/2010 to update assessment status due to TMDL. The ""cause"" temperature was moved from Category 5 to 4a. ",17010214,Pend Oreille Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34333
448,ID17010301PN011_02,17010301,2022,Falls Creek and tributaries,CAT 4A,RIVER,8.06,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/4/2010 (K. Stromberg) - Tier 1 USFS temperature data showed exceedances of Idaho water quality criteria for salmonid spawning and EPA criteria for bull trout.  11/29/2017 (KVDR): SS is confirmed as an existing use based on presence of juvenile salmonids (cutthroat trout) in 2015 fish samples.,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
456,ID17010301PN015_02,17010301,2022,"NF Coeur d'Alene River, upper, headwaters and tributaries",CAT 4A,RIVER,70.4,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/11/2010 (K. Stromberg) - Tier 1 DEQ and USFS temperature data showed exceedances of Idaho water quality criteria for salmonid spawning. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
464,ID17010301PN018_02,17010301,2022,Independence Creek headwaters and tributaries,CAT 4A,RIVER,68.83,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/11/2010 (K. Stromberg) - Tier 1 USFS temperature data showed exceedances of Idaho water quality criteria for salmonid spawning. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
472,ID17010301PN021_02,17010301,2022,Brett Creek and tributaries,CAT 4A,RIVER,6.56,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/12/2010 (K. Stromberg) - Tier 1 USFS temperature data showed exceedances of Idaho water quality criteria for salmonid spawning. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
376,ID17010214PN049_02,17010214,2022,Sand Creek - tributaries above Schweitzer Creek,CAT 4A,RIVER,15.92,Miles,TEMPERATURE,TMDL,34333,PEND OREILLE LAKE TRIBUTARIES TEMPERATURE TMDLS,24-Apr-08,"2010: This assessment unit has a TMDL for temperature, 2007 Pend Oreille Tributaries Temperature TMDLs, approved by EPA in April 2008. CDA RO Staff reviewed this water body 1/12/2010 to update assessment status due to TMDL. The ""cause"" temperature was moved from Category 5 to 4a. ",17010214,Pend Oreille Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34333
384,ID17010215PN003_02,17010215,2022,Middle Fork East River - source to mouth,CAT 4A,RIVER,26.32,Miles,TEMPERATURE,TMDL,ID_PRIES_5-15-2019,Priest River Subbasin Revised Temperature TMDLs,15-May-19,"11/25/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Priest River Subbasin Assessment and TMDL: 2016 Temperature Addendum, which was approved by EPA on May 15, 2019.",17010215,Priest,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_PRIES_5-15-2019
392,ID17010215PN004_02,17010215,2022,North Fork East River - source to mouth,CAT 4A,RIVER,27.51,Miles,TEMPERATURE,TMDL,ID_PRIES_5-15-2019,Priest River Subbasin Revised Temperature TMDLs,15-May-19,"11/25/2019 (RE): Temperature load allocations were updated using the Potential Natural Vegetation method and are provided in section 5.4 of the Priest River Subbasin Assessment and TMDL: 2016 Temperature Addendum, which was approved by EPA on May 15, 2019.",17010215,Priest,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_PRIES_5-15-2019
400,ID17010215PN013_02,17010215,2022,Lion Creek - source to mouth,CAT 4A,RIVER,32.42,Miles,TEMPERATURE,TMDL,ID_PRIES_5-15-2019,Priest River Subbasin Revised Temperature TMDLs,15-May-19,"11/25/2019 (RE): Temperature load allocations are provided in section 5.4 of the Priest River Subbasin Assessment and TMDL: 2016 Temperature Addendum, which was approved by EPA on May 15, 2019.",17010215,Priest,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_PRIES_5-15-2019
408,ID17010215PN023_02,17010215,2022,Reeder Creek - source to mouth,CAT 4A,RIVER,22.63,Miles,TEMPERATURE,TMDL,ID_PRIES_5-15-2019,Priest River Subbasin Revised Temperature TMDLs,15-May-19,"11/25/2019 (RE): Temperature load allocations are provided in section 5.4 of the Priest River Subbasin Assessment and TMDL: 2016 Temperature Addendum, which was approved by EPA on May 15, 2019.",17010215,Priest,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_PRIES_5-15-2019
416,ID17010215PN027_04,17010215,2022,Upper West Branch Priest River - Idaho/Washington border,CAT 4A,RIVER,6.72,Miles,TEMPERATURE,TMDL,ID_PRIES_5-15-2019,Priest River Subbasin Revised Temperature TMDLs,15-May-19,"10/13/17 (R. Steed): Data supplied by the Kalispel Tribe for the 2016 IR confirms impairment of the SS BU. 11/25/2019 (RE): Temperature load allocations are provided in section 5.4 of the Priest River Subbasin Assessment and TMDL: 2016 Temperature Addendum, which was approved by EPA on May 15, 2019.",17010215,Priest,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_PRIES_5-15-2019
424,ID17010301PN001_05,17010301,2022,"North Fork Coeur d'Alene River, below Prichard Creek",CAT 4A,RIVER,26.28,Miles,TEMPERATURE,TMDL,56000,Upper North Fork Coeur d'Alene River Subbasin Temperature TMDL Addendum,17-Apr-14,2/4/2010 (K.Stromberg) - Tier 1 USFS data showed exceedances of the temperature criteria for salmonid spawning.,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/56000
160,ID16010204BR008_03,16010204,2022,Little Malad River - Daniels Reservoir Dam to mouth,CAT 4A,RIVER,4.06,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,1998 listed for sediment.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
120,ID16010202BR019_02,16010202,2022,Fivemile Creek - source to Dayton,CAT 4A,RIVER,9.51,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,2002 Listed for unknown. Sediment and nutrient TMDLs completed and approved in 2006. Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
128,ID16010202BR020_02c,16010202,2022,upper Weston Creek - FS boundary to reservoir,CAT 4A,RIVER,12.19,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"1998 listed for flow, sediment, and nutrients.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
136,ID16010204BR001_04,16010204,2022,Malad River - Little Malad River to Idaho/Utah border,CAT 4A,RIVER,25.56,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,1998 listed for sediment.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
88,ID16010202BR009_02,16010202,2022,Unnamed Tributaries,CAT 4A,RIVER,112.96,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"Not listed for pollutants, but TMDLs written for nutrients and sediment. Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
96,ID16010202BR009_06,16010202,2022,Bear River - Alexander Reservoir Dam to Densmore Creek,CAT 4A,RIVER,15.62,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,,16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
56,ID16010201BR023_02b,16010201,2022,Soda Creek (lower) - Soda Springs to Alexander Reservoir,CAT 4A,RIVER,1.01,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,,16010201,Bear Lake,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
1160,ID17040212SK000_02,17040212,2022,1st and 2nd order tribs to Yahoo and Deep Creek,CAT 4A,RIVER,391.97,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1168,ID17040212SK001_07,17040212,2022,Snake River - Lower Salmon Falls to Clover Creek,CAT 4A,RIVER,26.68,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1176,ID17040212SK005_07,17040212,2022,Snake River - Box Canyon Creek to Lower Salmon Falls,CAT 4A,RIVER,16.51,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1664,ID17050102SW002_05,17050102,2022,Jacks Creek-Little Jacks Ck to CJ Strike Reservoir,CAT 4A,RIVER,12.29,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,1998,BRUNEAU RIVER SUBBASIN,13-Mar-01,,17050102,Bruneau,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/1998
1208,ID17040212SK013_05,17040212,2022,"Rock Creek -river mile 25 (T11S, R18E, Sec. 36) to mouth",CAT 4A,RIVER,20.19,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1240,ID17040212SK028_02,17040212,2022,Clear Lakes,CAT 4A,"LAKE, FRESHWATER",22.52,Acres,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1248,ID17040212SK034_04,17040212,2022,Clover Creek - Pioneer Reservoir Dam outlet to Snake River,CAT 4A,RIVER,10.1,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1256,ID17040212SK036_04,17040212,2022,Clover Creek - source to Pioneer Reservoir,CAT 4A,RIVER,26.04,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,"Per WBAG II, Section 6.5, ""If ALUS = not fully supporting, then salmonid spawning is not fully supporting.""",17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
167,ID16010204BR010_02b,16010204,2022,Upper Wright Creek - headwaters to Indian Mill Canyon,CAT 4A,RIVER,8.86,Miles,TOTAL SUSPENDED SOLIDS (TSS),TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,1998 listed for sediment.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
